2021-11-08 14:32:57,True,False,True,True,True
2021-11-08 14:32:57,False,True,False,False,False
2021-11-08 14:33:08,True,False,False,False,True
2021-11-08 14:33:08,False,True,False,False,False
2021-11-08 14:34:15,True,False,False,False,True
2021-11-08 14:34:16,False,True,False,False,False
2021-11-08 14:34:18,True,False,False,True,False
2021-11-08 14:34:19,False,True,False,False,False
2021-11-08 14:35:39,True,False,False,False,True
2021-11-08 14:35:39,False,True,False,False,False
2021-11-08 14:37:10,True,False,True,False,False
2021-11-08 14:37:11,False,True,False,False,False
2021-11-08 14:37:23,True,False,False,False,True
2021-11-08 14:37:24,False,True,False,False,False
2021-11-08 14:37:56,True,False,True,False,False
2021-11-08 14:37:56,False,True,False,False,False
2021-11-08 14:56:27,True,False,False,True,False
2021-11-08 14:56:28,False,True,False,False,False
2021-11-08 14:57:40,True,False,True,True,False
2021-11-08 14:57:41,False,True,False,False,False
2021-11-08 14:57:43,True,False,False,True,False
2021-11-08 14:57:44,False,True,False,False,False
2021-11-08 14:57:45,True,False,False,True,True
2021-11-08 14:57:46,False,True,False,False,False
2021-11-08 14:57:52,True,False,False,True,True
2021-11-08 14:57:52,True,False,False,True,False
2021-11-08 14:57:52,False,True,False,False,False
2021-11-08 14:57:55,True,False,False,True,True
2021-11-08 14:57:55,False,True,False,False,False
2021-11-08 14:59:38,True,False,False,True,False
2021-11-08 14:59:39,False,True,False,False,False
2021-11-08 14:59:52,True,False,False,True,False
2021-11-08 14:59:52,False,True,False,False,False
2021-11-08 14:59:53,True,False,False,True,False
2021-11-08 14:59:54,False,True,False,False,False
2021-11-08 14:59:59,True,False,False,True,True
2021-11-08 15:00:00,False,True,False,False,False
2021-11-08 15:00:05,True,False,False,True,False
2021-11-08 15:00:06,True,False,False,True,False
2021-11-08 15:00:06,False,True,False,False,False
2021-11-08 15:00:16,True,False,False,True,True
2021-11-08 15:00:16,True,False,False,True,False
2021-11-08 15:00:17,False,True,False,False,False
2021-11-08 15:00:20,True,False,False,True,False
2021-11-08 15:00:21,False,True,False,False,False
2021-11-08 15:00:21,True,False,False,True,False
2021-11-08 15:00:22,False,True,False,False,False
2021-11-08 15:00:31,True,False,False,False,True
2021-11-08 15:00:31,False,True,False,False,False
2021-11-08 15:00:33,True,False,False,True,True
2021-11-08 15:00:34,False,True,False,False,False
2021-11-08 15:00:37,True,False,False,True,True
2021-11-08 15:00:38,False,True,False,False,False
2021-11-08 15:00:48,True,False,False,True,True
2021-11-08 15:00:48,False,True,False,False,False
2021-11-08 15:00:52,True,False,False,True,True
2021-11-08 15:00:52,True,False,False,True,False
2021-11-08 15:00:53,False,True,False,False,False
2021-11-08 15:01:01,True,False,False,True,True
2021-11-08 15:01:02,False,True,False,False,False
